contributor,category,r2,mae,pga,ctd_100,ctd_200,ctd_300,n_activities,frequency,data_points
558473,human,-0.9098996518063791,1.1638377129277417,0.519774011299435,-48,-20,3,296,H,484
567384,human,-1.480013861466615,1.3178921029343358,0.5797101449275363,-76,-77,56,300,H,359
567396,human,-1.670290965712078,8.282482893675539,0.45454545454545453,-7,-13,-1,298,D,55
567743,human,-0.2533753831457364,5.700736844351248,0.3125,-17,-40,-22,264,D,72
576539,human,-1.254742528276437,1.5075320355117259,0.5902777777777778,34,76,267,299,H,265
578794,human,-2.3017054955460146,7.329141835519293,0.4339622641509434,-13,-17,-1,297,D,78
579369,human,-0.4691648116259204,11.432286951172319,0.2545454545454545,-27,-40,-32,205,D,41
587344,human,0.12923059342814402,6.138994784072781,0.29545454545454547,-7,-6,-1,274,D,49
597849,human,-0.3669720314242695,7.5451410219953035,0.55,-1,5,2,300,D,36
645363,human,-3.5679416681223426,17.892569050841864,0.6538461538461539,-10,-12,-5,259,D,35
646677,human,-3.386920324666784,11.641581085306022,0.3409090909090909,-1,5,6,292,D,37
646795,human,-0.5870229468516572,5.591136952938789,0.7294117647058823,-5,0,24,279,D,42
648358,human,-0.20330387647248882,30.50000000000001,0.6,1,-1,-1,282,D,34
656549,human,-1.3276850033052972,10.808542533046525,0.48936170212765956,-7,-13,-2,282,D,39
658766,human,-1.2346870610244172,10.917635659941565,0.38636363636363635,-7,-6,-8,264,D,38
658938,human,-4.672093918694569,12.90117250106453,0.6,-3,-7,18,281,D,30
664498,human,-0.19176686784983565,16.463107819413892,0.6666666666666666,-11,-16,-2,292,D,41
664693,human,-5.434751007809853,0.9519049893061675,0.5196451204055766,134,219,309,300,H,477
668867,human,-5.882527839022074,1.974803578330971,0.41522988505747127,-47,43,43,296,H,634
669693,human,-0.043710844995973996,1.751545619687263,0.574585635359116,-164,-75,-1,299,H,493
673338,human,-2.1708023643159495,2.0082890795765422,0.5637982195845698,55,141,108,296,H,231
674548,human,-4.282938586946801,22.644941130524256,0.2857142857142857,-11,-4,-2,280,D,37
689788,human,-0.1780740223849948,5.382352941176471,0.7352941176470589,0,-2,-5,294,D,64
733774,human,-3.917346561940793,1.7967862775384242,0.5433212996389891,-47,72,361,300,H,184
735987,human,-0.2057767113645863,17.500000000000004,0.5,-3,-7,-1,295,D,33
743485,human,-0.3776715727056945,0.7618250173952608,0.5413870246085011,362,425,341,300,H,553
744346,human,-0.4146777740868979,4.258374793827552,0.3793103448275862,7,0,-1,298,D,64
748599,human,-19.311964628372852,14.357360965411734,0.5444444444444444,6,34,38,297,D,48
754548,human,-0.4394382917785489,1.7972489158353049,0.5528455284552846,96,51,32,299,H,172
754564,human,-1.1847906963585948,1.1570872028836778,0.5524126455906821,11,55,142,297,H,453
755587,human,-0.19238071222936548,0.6736537485635155,0.5806861499364676,0,-9,168,298,H,579
757389,human,-14.326647887739508,13.789581185733573,0.5428571428571428,-52,-47,-20,286,H,167
758333,human,-2.6180560523781216,0.6430107255966138,0.5,279,235,580,298,H,635
763394,human,-2.941093251134674,14.123068982886116,0.6666666666666666,-5,-1,29,286,D,32
767954,human,-5.623817000873611,15.09792554904785,0.5714285714285714,-2,-7,-2,295,D,33
769343,human,0.11023514083368757,6.440344628311788,0.40625,-1,-2,-1,280,D,28
769399,human,-0.3146096559273335,0.6814697331364294,0.48045397225725095,103,169,121,297,H,642
773356,human,0.17401879669649856,7.085934233089859,0.53125,-1,1,0,290,D,34
783656,human,-0.2924565555443528,5.601520586190527,0.48148148148148145,-2,-3,-1,298,D,64
784775,human,-9.768452416363926,24.866690210919593,0.4722222222222222,2,-5,-1,289,D,36
787773,human,-2.3035443250791934,10.767233359336709,0.5,12,11,13,276,D,34
795565,human,-5.553407916322236,2.0708466461442088,0.5141579731743666,-158,-150,-2,292,H,569
795985,human,-3.4823325874280453,0.8393034175045782,0.5716234652114598,-118,331,778,300,H,658
797989,human,-8.18643349215399,2.0612948226838887,0.2958199356913183,-20,102,94,298,H,231
798388,human,-2.287406545897224,15.95913242897044,0.47058823529411764,-7,0,-1,297,D,42
843533,human,-1.3376097128225504,7.087211698891114,0.7540983606557377,0,5,22,290,D,31
845398,human,-0.38614314079326206,6.006614601550125,0.35,9,2,2,290,D,54
847775,human,-3.422115721765042,9.696567015378264,0.573170731707317,-4,28,46,298,D,32
849548,human,-13.347339525977148,2.0754869702165486,0.7053941908713693,150,117,147,297,H,555
859454,human,-0.11868791624201513,3.8591938787263236,0.5846153846153846,-4,-4,-1,288,D,59
859754,human,-8.241093499352827,15.772059228279193,0.6363636363636364,-9,-7,-4,284,D,40
864856,human,-1.8981803940479391,10.944608527281527,0.5833333333333334,2,-2,-1,293,D,36
864943,human,-3.423613379138919,3.555037144849623,0.4752475247524752,-39,-59,-12,293,H,329
